carat,cut,color,clarity,depth,table
0.39,Premium,H,VVS2,62.1,58.0
0.52,Ideal,D,VVS2,60.4,57.0
0.7,Premium,E,SI2,60.4,59.0
0.25,Very Good,G,VVS1,60.6,55.0
0.7,Good,F,SI1,58.7,64.0
0.32,Premium,D,VS2,58.8,59.0
0.34,Ideal,H,VVS1,62.2,54.0
1.01,Ideal,G,IF,60.8,59.0
0.9,Good,E,VS2,64.2,59.0
0.3,Very Good,I,VS2,60.5,55.0
0.55,Ideal,E,SI2,62.0,56.0
0.3,Good,G,VVS2,63.8,57.0
1.01,Premium,I,SI1,61.6,58.0
0.35,Very Good,H,VVS1,60.1,62.0
1.51,Premium,F,VS2,61.6,58.0
0.3,Ideal,G,VVS2,62.6,53.0
0.32,Ideal,D,VS2,62.3,57.0
0.62,Ideal,E,VS2,61.9,57.0
0.32,Ideal,G,VVS1,61.8,54.0
1.18,Premium,J,SI2,61.3,60.0
0.41,Premium,G,VS2,61.4,59.0
1.01,Very Good,E,SI2,63.3,58.0
0.32,Ideal,E,VS1,59.5,57.0
1.23,Ideal,D,VVS2,62.4,55.0
0.31,Good,G,VVS2,63.1,57.0
0.57,Premium,F,SI1,62.7,59.0
1.14,Ideal,H,SI1,60.4,57.0
0.67,Ideal,G,SI1,62.9,54.0
0.76,Premium,E,VS2,60.3,60.0
1.18,Ideal,I,SI1,61.3,55.6
0.51,Ideal,F,SI2,60.2,55.0
1.25,Very Good,F,SI2,58.0,63.0
0.23,Very Good,H,VVS2,62.4,55.0
0.3,Ideal,I,VVS2,62.2,55.0
1.03,Premium,D,SI2,62.5,54.0
0.3,Ideal,G,VS1,61.4,57.0
1.22,Very Good,G,SI1,61.8,58.0
0.55,Ideal,G,VS1,61.5,56.7
1.13,Ideal,G,VVS1,61.2,57.0
1.22,Premium,I,VS2,59.3,59.0
1.22,Premium,G,SI2,61.9,58.0
1.03,Ideal,G,VS2,62.8,55.0
1.71,Ideal,H,VS2,63.0,57.0
0.39,Very Good,H,VVS1,61.5,56.0
1.24,Premium,G,VS1,62.0,59.0
1.01,Very Good,G,VS1,63.1,59.0
0.79,Good,E,SI1,63.2,56.0
0.51,Very Good,H,SI1,61.0,55.0
0.32,Premium,G,SI1,62.6,58.0
0.85,Premium,G,SI2,62.0,58.0
2.01,Fair,G,SI2,65.6,56.0
0.3,Very Good,H,SI1,62.9,58.0
0.33,Premium,F,VVS2,62.3,60.0
1.22,Ideal,G,VS1,62.6,54.4
0.5,Ideal,G,VVS2,62.2,56.0
1.27,Ideal,I,SI2,62.1,56.0
0.32,Ideal,I,VVS1,62.0,55.3
0.33,Premium,G,VS2,61.9,59.0
0.69,Very Good,F,VVS2,61.5,60.0
0.38,Ideal,I,VS2,60.5,56.0
0.32,Ideal,G,VS2,61.5,57.0
0.56,Very Good,E,VVS2,62.1,58.0
0.8,Good,F,VS1,59.0,60.9
0.3,Premium,D,VS2,61.1,59.0
0.39,Very Good,I,VS2,60.1,57.0
0.54,Ideal,H,SI1,61.0,56.0
0.75,Premium,H,VS2,62.8,56.0
1.01,Very Good,I,SI1,59.7,60.0
0.53,Good,H,IF,61.2,65.0
1.5,Very Good,D,VS1,60.2,59.0
0.73,Premium,G,SI1,62.8,59.0
0.55,Ideal,G,VS1,61.5,57.0
1.5,Good,H,VS2,63.9,60.0
0.32,Ideal,G,VVS1,62.2,53.0
0.9,Good,G,SI2,63.4,59.0
0.76,Ideal,E,SI1,61.2,56.0
1.01,Very Good,D,SI2,59.9,61.0
0.55,Ideal,E,SI1,61.4,55.0
0.58,Very Good,H,SI1,62.5,58.0
0.7,Premium,F,SI1,61.6,58.0
1.12,Premium,H,VS1,62.1,58.0
1.0,Very Good,E,SI2,63.0,54.0
0.5,Ideal,G,VVS2,61.4,57.0
1.0,Good,E,SI1,59.3,61.0
2.11,Ideal,I,SI1,61.0,57.0
1.21,Premium,H,VS2,58.8,59.0
0.33,Ideal,I,SI1,61.5,57.0
1.02,Premium,G,VS2,61.5,59.0
0.54,Good,H,VS2,63.2,55.0
0.41,Ideal,G,VVS1,62.0,56.0
2.03,Very Good,I,VS2,59.9,57.0
0.34,Very Good,E,SI1,62.9,56.0
0.3,Very Good,F,SI2,62.6,61.0
0.23,Good,E,VVS1,64.4,57.0
0.41,Very Good,D,VVS2,61.2,55.0
1.59,Ideal,H,VS1,61.8,56.0
1.21,Very Good,D,VS2,62.6,59.0
1.51,Ideal,G,VS2,61.8,54.0
0.34,Premium,I,SI1,61.3,61.0
0.4,Ideal,F,VVS1,61.8,58.0
0.53,Very Good,G,VS1,63.0,58.0
1.2,Very Good,J,VS2,58.7,60.0
1.5,Premium,H,SI2,62.3,59.0
1.21,Good,J,SI2,63.7,55.0
0.41,Ideal,E,SI1,62.5,55.0
1.6,Very Good,I,VS2,60.0,58.0
0.3,Premium,H,VVS1,60.7,58.0
1.5,Fair,F,SI1,64.3,58.0
0.5,Ideal,D,VS2,62.3,55.0
1.87,Premium,I,SI2,60.3,61.0
1.0,Ideal,E,SI1,62.3,55.0
0.73,Premium,E,SI2,60.6,59.0
1.12,Premium,F,SI2,61.6,58.0
0.41,Ideal,I,IF,61.8,55.0
0.77,Very Good,H,VS1,63.3,57.0
0.51,Very Good,G,VS2,59.1,60.0
0.3,Very Good,H,SI1,62.9,57.0
2.0,Ideal,H,SI2,59.7,57.0
0.43,Premium,H,VS1,62.3,58.0
0.3,Ideal,E,VS2,62.2,57.0
1.26,Premium,E,VS1,60.7,58.0
0.89,Good,F,SI1,64.3,55.0
0.41,Premium,D,VVS2,61.9,59.0
0.7,Good,H,SI2,62.8,57.0
1.51,Premium,H,SI2,60.7,59.0
1.24,Premium,H,SI2,62.1,58.0
1.57,Very Good,H,SI1,59.6,58.0
1.09,Ideal,H,SI1,60.9,55.0
1.22,Ideal,F,VVS1,61.5,58.0
1.51,Ideal,H,SI1,61.8,55.0
0.3,Very Good,J,VS1,61.9,56.0
0.32,Ideal,D,SI1,61.5,56.0
0.98,Ideal,G,SI1,62.3,56.0
0.51,Ideal,E,VVS1,61.9,54.0
0.32,Ideal,D,VS1,61.8,56.0
1.21,Premium,D,SI2,60.9,58.0
1.5,Premium,F,VS1,62.2,60.0
1.01,Premium,J,VS2,62.4,60.0
0.32,Ideal,D,SI1,62.0,55.0
1.21,Ideal,F,VS1,62.2,54.9
1.7,Premium,H,VS2,62.8,58.0
0.5,Premium,G,VS1,60.3,60.0
0.32,Ideal,I,IF,62.2,57.0
0.38,Ideal,E,VS1,62.2,54.0
0.9,Ideal,H,VS1,61.8,56.0
1.05,Premium,J,VS2,59.4,62.0
0.51,Good,G,VVS1,63.9,57.0
1.0,Ideal,G,SI2,62.0,53.0
0.71,Very Good,F,VVS1,61.8,55.0
0.31,Premium,G,VS2,61.5,60.0
1.03,Premium,E,VS2,61.3,61.0
1.52,Premium,H,SI1,60.1,60.0
0.59,Premium,G,I1,59.7,59.0
0.35,Ideal,D,SI1,60.7,57.0
1.06,Ideal,D,VS2,62.5,54.0
0.75,Premium,H,SI1,60.7,62.0
0.31,Premium,F,VVS1,62.4,60.0
0.51,Ideal,E,SI1,62.7,55.0
0.3,Ideal,I,SI1,61.3,56.0
0.31,Premium,F,VS2,60.8,60.0
0.3,Premium,H,VVS2,62.1,52.0
1.5,Premium,H,VVS2,62.9,59.0
1.1,Ideal,H,SI2,62.0,56.5
0.33,Premium,H,VS1,61.9,58.0
1.05,Ideal,G,VS2,62.8,57.0
0.34,Good,G,SI1,63.9,58.0
1.01,Premium,H,SI2,61.9,60.0
1.09,Very Good,G,VS1,60.0,57.0
0.96,Ideal,G,SI2,62.1,57.0
0.3,Premium,D,SI1,62.5,58.0
1.0,Ideal,F,SI1,62.0,55.0
1.15,Ideal,G,VS2,62.2,54.0
0.3,Very Good,D,VS2,60.3,60.0
1.08,Very Good,H,SI2,63.0,59.0
1.78,Premium,J,SI2,62.6,58.0
1.11,Premium,H,VS1,62.3,57.0
0.72,Ideal,H,SI2,61.8,55.0
2.02,Premium,H,SI1,62.2,59.0
0.52,Premium,I,VS1,59.6,60.0
1.51,Good,J,SI1,64.1,61.0
1.04,Ideal,E,SI2,61.1,56.0
0.32,Ideal,D,SI1,61.3,55.0
0.3,Premium,I,VVS1,61.1,59.0
2.08,Very Good,D,SI2,60.1,59.0
0.32,Premium,G,VVS2,60.2,60.0
1.24,Ideal,D,VVS2,62.6,55.0
0.31,Premium,H,VVS1,62.1,58.0
0.71,Premium,H,SI2,62.4,56.0
0.4,Ideal,E,VS1,62.4,58.0
0.82,Premium,I,VS2,62.2,59.0
1.01,Good,E,VS2,63.8,59.0
0.4,Ideal,J,VS1,62.1,53.0
0.44,Ideal,G,VVS1,61.6,56.0
1.01,Ideal,E,VS2,61.9,55.0
0.3,Premium,H,VS1,62.2,60.0
0.93,Ideal,E,SI2,62.1,55.0
0.73,Ideal,I,SI1,62.0,56.0
0.7,Very Good,G,VS2,60.0,58.0
0.24,Very Good,F,VVS1,57.2,63.0
0.7,Fair,G,VVS1,58.8,66.0
0.7,Very Good,F,SI1,62.7,57.0
1.73,Very Good,I,SI2,62.0,58.0
0.34,Ideal,G,VS2,61.5,55.0
0.3,Very Good,D,VS2,62.9,59.0
0.27,Premium,F,IF,61.7,57.0
1.18,Very Good,E,I1,59.9,63.0
0.51,Very Good,E,VS2,60.0,57.0
0.7,Very Good,F,SI2,62.8,56.0
1.5,Premium,I,SI1,58.6,62.0
0.66,Ideal,D,VVS2,61.6,57.0
1.01,Ideal,G,VS1,62.4,58.0
0.55,Good,J,VS2,64.1,54.0
0.31,Good,G,VS2,57.6,62.0
1.07,Premium,F,SI1,61.7,56.0
0.55,Good,F,SI1,64.3,57.9
0.73,Premium,E,VS1,61.2,58.0
0.33,Premium,G,VVS1,61.5,59.0
1.6,Ideal,I,SI1,62.4,56.0
0.3,Very Good,G,VS1,62.0,60.0
0.31,Very Good,F,IF,61.4,55.0
1.1,Premium,F,SI1,59.5,59.0
1.27,Very Good,G,VS2,60.3,59.0
0.33,Premium,G,VVS2,61.3,59.0
0.53,Ideal,G,VVS2,62.6,56.0
0.32,Ideal,G,VS1,62.0,56.0
0.26,Ideal,F,VS1,62.3,56.0
2.3,Ideal,I,VS2,62.6,56.0
0.31,Premium,G,IF,61.6,55.0
1.23,Premium,H,VVS2,62.8,56.0
0.9,Fair,F,VS2,65.7,57.0
0.52,Ideal,G,VVS2,60.8,57.0
0.9,Good,G,SI1,63.7,56.0
1.21,Premium,H,SI2,60.0,61.0
0.32,Ideal,G,VVS1,61.1,55.0
0.9,Ideal,F,VS2,60.8,57.0
1.01,Good,H,SI1,63.4,58.0
1.01,Ideal,F,SI2,60.6,57.0
0.45,Good,G,VS1,60.7,60.4
0.9,Very Good,E,SI2,61.6,58.0
0.42,Very Good,E,VVS2,59.8,56.0
0.91,Very Good,D,SI1,63.5,56.0
1.19,Premium,G,SI2,62.4,59.0
1.0,Very Good,G,VS1,62.4,60.0
0.59,Very Good,G,VS2,61.5,59.0
0.53,Premium,E,VS2,61.4,55.0
1.03,Premium,D,SI1,61.8,57.0
0.92,Very Good,D,SI1,62.9,56.0
2.02,Premium,G,SI1,62.8,60.0
0.54,Premium,H,SI1,61.0,58.0
1.09,Ideal,F,SI2,61.2,55.0
0.96,Very Good,H,SI1,63.1,58.0
0.33,Very Good,I,IF,59.0,61.0
0.9,Ideal,F,SI1,61.3,56.0
1.01,Good,F,SI1,57.8,58.0
1.6,Very Good,J,SI1,62.7,58.0
0.91,Premium,E,VS1,62.7,59.0
1.61,Premium,J,IF,62.1,58.0
0.35,Premium,E,VS2,59.2,58.0
0.31,Premium,H,VVS1,62.6,58.0
0.61,Good,I,VS2,63.4,55.0
0.9,Very Good,G,SI1,63.1,59.0
0.78,Very Good,E,SI1,59.8,57.0
0.33,Premium,J,VS2,59.6,61.0
0.52,Very Good,D,SI1,63.3,58.0
0.43,Very Good,J,VS2,60.9,59.0
0.31,Ideal,F,VVS1,62.1,56.0
0.71,Ideal,G,SI1,60.5,56.4
1.62,Ideal,E,VS2,61.4,57.0
1.1,Ideal,G,VS2,62.5,54.0
1.71,Ideal,I,VS2,60.5,56.0
2.0,Good,J,VS2,58.0,62.0
0.7,Premium,E,VS1,62.2,58.0
0.5,Good,D,SI1,62.9,59.0
0.57,Premium,J,VS1,60.6,59.0
1.52,Ideal,D,VS2,62.1,58.0
0.4,Ideal,J,VVS1,61.9,56.0
0.71,Premium,H,VVS2,61.5,62.0
0.24,Very Good,E,VS2,63.0,58.0
0.55,Very Good,G,VS2,61.6,56.0
0.5,Premium,F,VVS2,62.7,56.0
0.38,Ideal,G,VVS2,61.5,55.2
0.52,Ideal,F,VVS2,62.0,55.0
1.2,Ideal,J,VS2,61.8,55.0
0.39,Ideal,F,VS1,62.0,55.0
1.02,Good,D,SI2,57.5,62.0
0.6,Premium,D,SI2,62.0,57.0
0.7,Very Good,D,SI1,62.3,59.0
0.33,Ideal,E,VS1,60.6,57.0
0.36,Ideal,D,SI1,62.1,56.0
0.36,Ideal,G,VS2,62.3,54.0
1.5,Ideal,F,VS2,60.2,57.0
0.3,Ideal,F,VVS1,62.4,56.0
0.4,Premium,F,VVS2,60.8,59.0
0.32,Premium,H,VVS2,62.2,58.0
0.41,Very Good,F,VS1,63.0,57.0
1.5,Ideal,I,SI1,61.8,57.0
0.96,Fair,H,I1,61.1,60.0
0.54,Ideal,F,VVS2,61.4,56.0
0.7,Ideal,I,VS2,62.0,54.1
0.33,Ideal,H,VS1,61.7,54.0
0.3,Ideal,H,VS2,61.0,56.0
1.01,Premium,E,VS2,62.1,58.0
0.54,Ideal,H,IF,60.9,57.0
0.31,Ideal,D,VVS2,61.9,56.0
0.34,Very Good,H,SI2,58.6,62.0
1.58,Ideal,F,VS2,60.0,57.0
0.34,Ideal,G,SI1,61.8,54.0
1.8,Premium,J,VS1,58.2,61.0
0.9,Ideal,G,VS2,62.4,54.0
1.5,Very Good,I,SI1,63.1,59.0
1.21,Ideal,J,VS2,62.1,57.0
1.23,Ideal,I,VVS1,62.1,57.0
0.56,Very Good,D,IF,62.5,59.0
1.5,Fair,I,SI2,64.9,61.0
0.32,Very Good,I,VS1,62.4,56.0
1.27,Very Good,I,SI1,63.0,60.0
1.06,Ideal,I,SI2,62.7,58.0
1.15,Very Good,H,SI1,62.4,57.0
1.5,Premium,H,SI2,61.1,59.0
0.47,Ideal,I,VS2,62.1,53.0
0.43,Ideal,H,VS2,60.7,55.0
0.35,Ideal,D,SI1,62.3,57.0
1.08,Ideal,G,VS2,62.3,57.0
1.01,Ideal,I,SI1,60.0,60.0
0.3,Good,I,SI1,63.4,57.0
1.01,Ideal,F,SI2,60.0,57.0
0.42,Ideal,G,VS1,62.0,55.0
0.33,Ideal,F,VVS2,60.7,57.0
0.35,Very Good,E,VS2,58.9,59.0
0.54,Very Good,E,VVS2,63.3,60.0
0.33,Ideal,H,IF,61.0,55.0
0.3,Very Good,G,SI1,61.6,59.0
1.01,Ideal,F,I1,62.2,54.0
1.5,Ideal,G,SI2,60.5,57.0
0.77,Premium,F,VS2,61.8,56.0
0.41,Very Good,E,SI1,62.9,57.0
0.32,Premium,H,VVS2,61.6,55.0
0.9,Very Good,F,VS1,62.5,58.0
1.94,Very Good,I,VS2,60.2,58.0
0.7,Ideal,D,VS2,60.3,60.0
1.09,Ideal,G,VS2,62.3,57.0
0.32,Very Good,E,VS1,61.1,59.8
0.62,Premium,F,VS2,61.4,59.0
1.51,Very Good,I,VS2,63.0,60.0
0.51,Ideal,D,SI2,59.8,55.0
0.3,Ideal,J,VVS2,62.3,58.0
1.02,Premium,D,SI2,59.7,60.0
0.34,Ideal,I,IF,61.3,55.0
1.7,Premium,E,VS2,62.9,58.0
0.61,Good,F,VS1,60.0,65.0
1.11,Ideal,D,VS2,62.0,57.0
0.33,Premium,G,VS2,61.4,60.0
0.4,Ideal,E,VS1,62.6,56.0
0.31,Premium,I,SI1,59.6,58.0
0.7,Very Good,F,VS2,62.3,59.0
0.52,Ideal,F,SI1,60.4,56.0
0.67,Good,D,SI1,63.8,57.0
0.71,Premium,E,SI1,61.8,59.0
0.32,Very Good,G,VVS1,61.2,59.0
0.57,Ideal,H,VS1,60.9,56.0
1.39,Premium,G,VS2,62.0,56.0
0.3,Ideal,F,IF,62.0,56.0
1.01,Premium,G,SI1,62.6,60.0
0.7,Very Good,E,SI1,61.2,57.0
1.09,Ideal,I,SI2,60.3,57.0
0.33,Ideal,E,SI1,62.5,55.0
0.73,Very Good,E,SI2,59.3,57.0
0.5,Premium,H,SI2,61.0,58.0
0.7,Very Good,G,SI1,63.3,57.0
0.54,Ideal,E,VS2,61.0,56.0
0.31,Ideal,H,VS1,62.6,55.0
1.62,Very Good,I,VS2,62.0,60.0
2.1,Very Good,I,VS2,59.4,60.0
0.41,Very Good,G,VVS2,63.3,59.0
2.4,Premium,F,SI2,62.6,59.0
0.31,Ideal,D,VVS2,62.4,54.0
2.05,Ideal,J,VS2,61.7,54.9
1.55,Fair,F,SI1,59.7,66.0
2.23,Premium,J,SI1,62.1,59.0
0.31,Premium,G,VVS2,60.0,62.0
1.02,Premium,E,VS2,60.4,58.0
2.15,Ideal,I,SI2,61.7,55.0
0.7,Ideal,E,VS2,62.1,55.0
1.21,Very Good,F,VS2,63.5,55.0
0.5,Very Good,J,VS1,61.4,57.8
1.01,Ideal,D,VVS2,61.9,56.0
1.21,Ideal,H,SI2,61.1,56.0
1.0,Very Good,E,SI1,59.2,59.0
0.71,Premium,G,VS2,59.9,60.0
1.01,Premium,F,SI2,62.2,59.0
1.52,Good,H,VS1,63.5,60.0
1.78,Premium,H,SI2,59.1,60.0
0.7,Very Good,F,SI1,62.3,58.0
0.3,Ideal,H,VVS1,62.2,55.0
2.05,Premium,I,VS2,62.5,59.0
0.91,Premium,D,SI2,62.2,59.0
0.9,Ideal,G,SI1,62.4,55.0
1.5,Premium,G,SI2,60.7,58.0
1.2,Premium,G,I1,60.3,58.0
1.01,Ideal,G,SI1,61.8,55.0
0.42,Ideal,I,VS2,62.1,56.0
0.71,Premium,G,VS2,62.8,58.0
0.92,Ideal,E,SI2,62.1,53.0
0.38,Premium,D,SI2,62.1,55.0
1.41,Premium,E,VS1,58.8,59.0
1.21,Ideal,H,SI1,62.6,53.0
0.4,Very Good,G,SI1,61.9,55.0
1.01,Fair,E,SI2,64.6,59.0
0.23,Very Good,E,VVS2,62.3,55.0
0.31,Ideal,I,SI1,62.2,54.0
0.41,Very Good,H,VVS1,61.4,60.0
0.31,Ideal,E,VVS1,61.0,57.0
0.31,Premium,I,VS2,59.9,60.0
0.33,Ideal,I,VVS2,62.4,56.0
0.42,Ideal,D,SI1,62.3,57.0
0.36,Premium,D,SI1,60.1,57.0
0.51,Ideal,G,VVS2,61.8,56.0
1.2,Ideal,G,VS1,62.4,57.0
1.07,Very Good,E,IF,58.6,63.0
1.58,Ideal,I,VS1,62.4,54.0
0.31,Ideal,E,VVS2,59.7,61.0
1.59,Premium,I,VS2,60.2,60.0
1.2,Very Good,H,VVS1,63.3,56.0
1.2,Very Good,H,SI2,62.0,58.0
0.51,Premium,G,VS1,62.0,52.0
0.51,Ideal,F,VS2,60.6,56.0
1.11,Ideal,H,VVS2,61.2,56.0
0.3,Very Good,H,SI1,63.4,58.0
2.19,Premium,H,SI2,61.7,58.0
0.3,Ideal,F,SI1,62.5,56.0
0.38,Ideal,G,VVS1,61.6,57.0
0.48,Premium,E,SI1,60.4,62.0
1.48,Very Good,I,VS2,63.0,58.0
0.35,Premium,G,IF,60.6,60.0
0.43,Premium,H,SI1,61.5,58.0
2.35,Premium,J,VS1,60.7,60.0
1.51,Very Good,F,SI2,63.2,60.0
1.12,Ideal,F,VVS2,61.3,57.0
0.32,Ideal,G,VVS2,62.2,57.0
0.34,Premium,G,IF,60.5,58.0
1.57,Ideal,I,VS2,62.8,57.0
1.01,Premium,G,VS2,61.2,58.0
1.07,Ideal,D,SI2,61.4,56.0
0.72,Ideal,E,SI2,60.1,56.0
0.3,Ideal,E,VS2,62.0,55.0
0.91,Very Good,G,SI1,63.0,57.0
0.3,Premium,I,VS1,61.6,60.0
0.31,Ideal,G,VVS1,61.6,54.0
1.01,Premium,G,SI2,62.4,58.0
0.24,Ideal,H,VVS1,60.7,57.0
1.2,Good,F,VVS1,63.6,57.0
0.31,Ideal,G,VVS2,62.1,56.0
0.73,Ideal,J,VS2,62.8,55.0
1.01,Ideal,G,VS1,61.9,54.0
1.02,Premium,F,VS1,62.7,55.0
0.4,Ideal,E,VVS2,62.5,54.0
1.12,Ideal,I,SI1,61.7,58.0
0.32,Premium,J,VS2,60.0,61.0
0.27,Ideal,E,VVS2,62.0,55.0
0.93,Premium,G,SI2,61.4,56.0
1.51,Very Good,D,SI2,59.7,58.0
0.79,Premium,G,SI2,60.8,58.0
0.72,Very Good,E,SI2,62.3,58.0
0.37,Premium,D,VVS2,60.7,59.0
0.58,Very Good,H,VS2,61.2,55.8
0.3,Very Good,H,VVS1,62.6,60.0
0.3,Ideal,G,VS1,61.8,54.0
0.31,Premium,G,VS1,62.1,58.0
0.9,Very Good,F,VS2,61.7,56.0
0.37,Ideal,E,SI1,61.4,56.0
0.95,Premium,G,SI2,59.7,61.0
0.69,Ideal,F,SI1,61.3,55.0
2.03,Good,H,SI2,59.6,61.0
0.3,Ideal,E,VVS2,61.2,61.0
0.24,Ideal,G,IF,61.8,55.0
0.34,Ideal,G,VVS2,61.6,56.0
0.4,Very Good,D,SI1,63.1,61.0
0.78,Very Good,D,VS1,63.2,58.0
1.12,Very Good,H,SI1,63.1,56.0
1.0,Fair,I,I1,66.9,57.0
1.21,Ideal,G,VS1,61.8,57.0
1.73,Premium,J,SI1,60.7,58.0
0.58,Ideal,G,VS1,62.0,57.0
0.3,Very Good,E,VS1,58.4,62.0
0.35,Premium,E,IF,59.0,61.0
0.27,Very Good,E,VS2,61.3,58.0
0.32,Very Good,H,VVS1,62.9,58.0
2.04,Premium,H,SI1,58.1,60.0
0.3,Ideal,I,VS2,62.1,58.0
1.03,Very Good,I,VS1,62.9,53.0
0.9,Very Good,D,SI2,60.3,63.0
1.02,Very Good,D,VS2,63.7,55.0
1.12,Very Good,G,SI1,59.5,62.0
0.32,Ideal,E,VS2,62.0,55.0
0.52,Ideal,D,VS2,61.8,56.0
1.52,Very Good,F,VVS2,63.7,57.0
1.5,Premium,H,VS2,62.1,59.0
1.01,Very Good,J,VS1,59.5,59.0
0.3,Ideal,I,VS1,62.6,54.0
0.5,Ideal,G,VVS2,62.1,57.0
1.0,Very Good,E,SI1,59.6,60.0
1.07,Premium,E,SI2,60.5,59.0
0.47,Ideal,E,VS2,61.7,56.0
1.02,Premium,I,VS2,61.1,59.0
1.05,Good,I,VS2,63.1,58.0
0.77,Ideal,D,VS2,61.6,55.0
2.07,Very Good,I,VS2,60.6,58.0
1.0,Very Good,E,SI1,61.7,57.0
0.3,Ideal,E,SI1,62.1,56.0
1.71,Ideal,F,VS2,61.9,57.0
2.01,Premium,G,SI2,59.4,62.0
2.14,Ideal,I,SI2,60.7,57.0
0.4,Very Good,D,VS2,59.1,57.0
0.51,Ideal,J,SI1,61.5,56.0
0.56,Premium,G,SI2,60.0,60.0
0.51,Premium,E,VS2,61.7,58.0
1.45,Very Good,J,VS2,62.8,57.0
1.01,Fair,F,VS1,64.6,60.0
0.59,Ideal,E,SI1,60.7,56.0
1.72,Premium,G,VS1,59.4,60.0
1.5,Very Good,E,SI1,60.4,59.0
0.3,Ideal,D,SI1,62.1,54.0
1.14,Premium,G,SI2,60.9,56.0
1.0,Ideal,G,VS1,62.5,54.0
1.59,Ideal,D,SI2,61.6,55.0
0.4,Very Good,D,SI1,63.0,57.0
0.71,Very Good,F,SI1,63.1,57.0
1.53,Very Good,I,VS1,62.8,55.0
0.9,Very Good,H,SI1,60.8,57.0
1.04,Premium,G,SI1,62.7,59.0
0.51,Premium,E,SI1,60.3,56.0
1.16,Ideal,G,IF,62.0,57.0
0.91,Very Good,G,VS2,64.0,56.6
0.38,Ideal,E,VS2,62.0,54.2
0.7,Good,H,SI1,65.0,57.0
0.9,Very Good,F,SI2,60.3,57.0
0.54,Very Good,G,VS1,64.0,59.5
0.5,Fair,G,VS1,65.8,57.0
1.01,Premium,G,SI1,60.0,58.0
0.5,Premium,E,VS2,62.9,60.0
1.06,Premium,G,SI2,61.1,62.0
0.3,Ideal,G,VS2,62.3,58.0
1.26,Ideal,D,SI2,61.6,56.0
1.56,Ideal,E,SI2,61.2,56.0
0.58,Ideal,D,VVS2,63.0,56.0
1.0,Ideal,G,SI2,60.3,57.0
0.9,Ideal,H,SI1,62.8,57.0
0.3,Ideal,D,VVS1,61.6,56.0
0.44,Very Good,I,VS2,62.5,57.0
0.53,Ideal,E,VS2,62.1,56.0
0.34,Ideal,D,VS2,62.0,54.0
0.5,Fair,E,VS1,56.1,64.0
0.9,Good,I,VS2,62.4,65.0
0.7,Very Good,G,VS1,61.9,57.0
0.52,Ideal,E,VS2,61.7,56.0
1.08,Premium,H,I1,61.7,59.0
0.71,Ideal,H,IF,61.1,56.0
1.01,Fair,G,SI1,65.3,58.0
1.01,Ideal,E,VS1,60.4,59.0
0.31,Premium,E,VVS1,62.0,59.0
2.02,Fair,H,SI2,56.5,61.0
0.73,Ideal,F,VVS2,62.2,54.0
0.36,Ideal,E,VS2,60.8,56.0
0.42,Ideal,D,SI1,61.7,56.0
2.03,Premium,G,SI1,61.9,59.0
0.36,Premium,F,SI1,61.1,60.0
1.08,Ideal,G,SI1,61.8,56.0
0.32,Ideal,D,SI1,61.5,56.0
0.24,Very Good,G,VS1,62.4,56.0
1.01,Premium,E,SI2,62.5,60.0
1.5,Very Good,I,VS2,63.8,59.0
0.46,Ideal,E,VS1,61.9,55.0
0.43,Premium,D,SI1,61.1,59.0
0.32,Ideal,F,VS2,62.6,55.0
0.33,Ideal,E,VVS2,61.2,57.0
0.77,Ideal,E,VVS1,61.6,55.0
1.09,Ideal,G,VS1,62.1,55.1
0.41,Ideal,G,SI1,61.6,55.0
0.35,Premium,D,SI2,60.8,58.0
0.31,Ideal,E,VS1,61.6,56.0
1.7,Very Good,I,SI1,61.9,62.0
1.71,Very Good,I,VS2,63.4,59.0
0.7,Ideal,F,SI1,61.7,58.0
1.01,Premium,G,SI2,62.7,58.0
0.37,Ideal,F,VVS1,59.2,57.0
0.81,Ideal,E,SI2,62.1,55.0
1.15,Ideal,H,SI2,62.0,56.0
0.3,Very Good,G,VS2,62.1,57.0
2.2,Ideal,H,SI2,60.0,58.0
0.7,Ideal,G,SI1,61.6,55.0
0.59,Ideal,E,VS1,62.3,56.0
0.31,Premium,E,SI2,60.9,60.0
0.32,Ideal,G,SI2,62.5,57.0
1.08,Very Good,H,VS2,62.2,57.0
0.51,Ideal,F,SI2,62.7,57.0
0.4,Ideal,H,IF,62.7,57.0
0.36,Ideal,E,VS1,61.8,56.0
0.3,Very Good,F,SI1,61.7,59.0
0.47,Good,E,VS1,58.3,61.2
1.51,Ideal,E,VS2,59.8,59.0
0.75,Fair,D,SI2,64.6,57.0
0.4,Ideal,I,VVS2,61.8,56.0
0.72,Ideal,D,SI1,61.5,56.5
0.53,Premium,H,VS2,61.4,52.0
0.7,Ideal,J,SI1,60.4,56.0
0.9,Good,D,SI1,63.3,57.0
0.64,Very Good,D,SI1,63.7,54.0
0.41,Very Good,G,VS1,60.5,57.0
1.57,Premium,G,SI1,59.2,59.0
2.05,Good,G,SI2,63.7,61.0
1.5,Ideal,F,VS2,61.9,56.0
0.4,Ideal,G,SI1,62.5,54.0
1.15,Very Good,H,SI2,63.7,56.0
0.33,Ideal,E,VS1,59.6,56.0
0.33,Ideal,F,VVS1,62.1,56.0
0.74,Ideal,H,VS2,62.5,54.0
